anchor,positive,negative,a_label,p_label,n_label
data/validate/01/1_fish_000026560001_02486.png,data/validate/01/1_fish_000099219598_06759.png,data/validate/03/3_fish_003708965845_22665.png,0,0,2
data/validate/01/1_fish_003657965752_15573.png,data/validate/01/1_fish_003702045833_09190.png,data/validate/03/3_fish_000013160001_01156.png,0,0,2
data/validate/01/1_fish_003802746103_14478.png,data/validate/01/1_fish_004115466747_15580.png,data/validate/03/3_fish_000034050001_03212.png,0,0,2
data/validate/01/1_fish_004590597446_11767.png,data/validate/01/1_fish_003780676038_16617.png,data/validate/04/4_fish_000004859599_08024.png,0,0,3
data/validate/01/1_fish_000007120001_00838.png,data/validate/01/1_fish_003780566038_18179.png,data/validate/02/2_fish_003388955223_23609.png,0,0,1
data/validate/01/1_fish_003422075277_13803.png,data/validate/01/1_fish_000078569598_06479.png,data/validate/05/5_fish_004476147256_22578.png,0,0,4
data/validate/01/1_fish_000022080001_01989.png,data/validate/01/1_fish_003426075286_18363.png,data/validate/02/2_fish_004413757149_23805.png,0,0,1
data/validate/01/1_fish_004359207102_21817.png,data/validate/01/1_fish_004136286774_16699.png,data/validate/03/3_fish_003805186105_15507.png,0,0,2
data/validate/01/1_fish_003426055286_21914.png,data/validate/01/1_fish_003560715495_09233.png,data/validate/05/5_fish_004262566961_19327.png,0,0,4
data/validate/01/1_fish_000012739597_05167.png,data/validate/01/1_fish_003819656127_11147.png,data/validate/05/5_fish_003631525663_19617.png,0,0,4
data/validate/01/1_fish_003535145429_16528.png,data/validate/01/1_fish_003943846429_23686.png,data/validate/02/2_fish_000027440001_02532.png,0,0,1
data/validate/01/1_fish_003616175630_21320.png,data/validate/01/1_fish_000023430001_02230.png,data/validate/05/5_fish_004084476706_16201.png,0,0,4
data/validate/01/1_fish_000033649598_05762.png,data/validate/01/1_fish_003586905569_22559.png,data/validate/03/3_fish_003839466184_10078.png,0,0,2
data/validate/01/1_fish_000022220001_02111.png,data/validate/01/1_fish_003421365277_27194.png,data/validate/04/4_fish_000005849599_08090.png,0,0,3
data/validate/01/1_fish_004287667004_14897.png,data/validate/01/1_fish_003821126134_24740.png,data/validate/02/2_fish_004210856888_25914.png,0,0,1
data/validate/01/1_fish_004133876771_25566.png,data/validate/01/1_fish_004147766798_15099.png,data/validate/02/2_fish_004210866888_23659.png,0,0,1
