anchor,positive,negative,a_label,p_label,n_label
data/validate/01/1_fish_004333867049_11712.png,data/validate/01/1_fish_000017660001_01670.png,data/validate/03/3_fish_003447135305_26310.png,0,0,2
data/validate/01/1_fish_004227736913_15308.png,data/validate/01/1_fish_003840936187_23279.png,data/validate/02/2_fish_003715495857_11123.png,0,0,1
data/validate/01/1_fish_004536097356_16543.png,data/validate/01/1_fish_003843596191_25888.png,data/validate/05/5_fish_003481955355_11517.png,0,0,4
data/validate/01/1_fish_003603095602_09041.png,data/validate/01/1_fish_003379195208_27108.png,data/validate/03/3_fish_003705845838_17901.png,0,0,2
data/validate/01/1_fish_004497007273_25159.png,data/validate/01/1_fish_004260906960_13800.png,data/validate/04/4_fish_003904356329_12684.png,0,0,3
data/validate/01/1_fish_003815446124_10467.png,data/validate/01/1_fish_004222786906_17365.png,data/validate/03/3_fish_004557497383_14295.png,0,0,2
data/validate/01/1_fish_003833396168_16569.png,data/validate/01/1_fish_000004560001_00349.png,data/validate/04/4_fish_000020639599_08833.png,0,0,3
data/validate/01/1_fish_003550295470_25416.png,data/validate/01/1_fish_000007450001_01033.png,data/validate/04/4_fish_003421685277_23249.png,0,0,3
data/validate/01/1_fish_004099046725_16341.png,data/validate/01/1_fish_003559005487_18472.png,data/validate/04/4_fish_003421745277_22333.png,0,0,3
data/validate/01/1_fish_003490395366_12188.png,data/validate/01/1_fish_000128789598_07228.png,data/validate/04/4_fish_004449677202_22517.png,0,0,3
data/validate/01/1_fish_003535195429_24418.png,data/validate/01/1_fish_000010309598_05663.png,data/validate/03/3_fish_003427435288_21847.png,0,0,2
data/validate/01/1_fish_003955436462_21853.png,data/validate/01/1_fish_000113559598_07025.png,data/validate/04/4_fish_000001969599_07866.png,0,0,3
data/validate/01/1_fish_004571737407_24966.png,data/validate/01/1_fish_003608425615_15716.png,data/validate/05/5_fish_003753075961_24229.png,0,0,4
data/validate/01/1_fish_003433655293_23193.png,data/validate/01/1_fish_000035359598_05799.png,data/validate/03/3_fish_000010199596_03893.png,0,0,2
data/validate/01/1_fish_000011340001_01079.png,data/validate/01/1_fish_003391255225_25522.png,data/validate/03/3_fish_003776236025_25039.png,0,0,2
data/validate/01/1_fish_000060649598_06164.png,data/validate/01/1_fish_000021950001_01890.png,data/validate/04/4_fish_003790326073_10235.png,0,0,3
data/validate/01/1_fish_003658685754_09538.png,data/validate/01/1_fish_000082559598_06556.png,data/validate/02/2_fish_003524475417_09846.png,0,0,1
data/validate/01/1_fish_000026460001_02610.png,data/validate/01/1_fish_004127126756_20134.png,data/validate/04/4_fish_003760045985_21645.png,0,0,3
data/validate/01/1_fish_003590815585_14754.png,data/validate/01/1_fish_004115316747_26576.png,data/validate/02/2_fish_004561917388_26774.png,0,0,1
data/validate/01/1_fish_003555715481_20366.png,data/validate/01/1_fish_003571355521_19783.png,data/validate/03/3_fish_004342667064_14667.png,0,0,2
data/validate/01/1_fish_004421467170_23334.png,data/validate/01/1_fish_003426255286_19050.png,data/validate/03/3_fish_000033820001_03158.png,0,0,2
data/validate/01/1_fish_000052649598_06021.png,data/validate/01/1_fish_000022200001_02095.png,data/validate/02/2_fish_000046909596_04524.png,0,0,1
data/validate/01/1_fish_000007020001_00764.png,data/validate/01/1_fish_003780966038_17567.png,data/validate/03/3_fish_000034390001_03255.png,0,0,2
data/validate/01/1_fish_004503127286_22641.png,data/validate/01/1_fish_000172749598_07689.png,data/validate/03/3_fish_003708255845_17903.png,0,0,2
data/validate/01/1_fish_003791866075_22880.png,data/validate/01/1_fish_000159199598_07555.png,data/validate/02/2_fish_003524135417_09864.png,0,0,1
data/validate/01/1_fish_004195816859_15135.png,data/validate/01/1_fish_003814986124_18550.png,data/validate/02/2_fish_003732395882_26435.png,0,0,1
data/validate/01/1_fish_004409307147_14554.png,data/validate/01/1_fish_000010309598_05663.png,data/validate/05/5_fish_004376227108_16118.png,0,0,4
data/validate/01/1_fish_000007110001_00825.png,data/validate/01/1_fish_003819656127_25361.png,data/validate/02/2_fish_000019159596_04000.png,0,0,1
data/validate/01/1_fish_000021950001_01890.png,data/validate/01/1_fish_003821566135_12934.png,data/validate/03/3_fish_000011349596_03927.png,0,0,2
data/validate/01/1_fish_000128789598_07208.png,data/validate/01/1_fish_000094389598_06672.png,data/validate/04/4_fish_003636435686_09390.png,0,0,3
data/validate/01/1_fish_003558755487_25043.png,data/validate/01/1_fish_004200826866_23383.png,data/validate/05/5_fish_003752815961_16319.png,0,0,4
